,0
2021-11-16,0.9459971798336201
2021-11-23,0.9585703847161995
2021-11-30,0.9604352741303962
2021-12-07,0.9640713447238803
2021-12-14,0.9820097964560566
2021-12-21,0.9998296461212944
2021-12-28,0.9945769490876214
2022-01-05,1.006906513671168
2022-01-12,1.0191880248422462
2022-01-19,1.008397968713191
2022-01-26,0.9623724212620431
2022-02-09,0.9706941200585334
2022-02-16,0.9574086620224317
2022-02-23,0.9727262843759253
2022-03-02,0.9645089301200441
2022-03-09,0.913121580013007
2022-03-16,0.9085256319109898
2022-03-23,0.9366440504835057
2022-03-30,0.9206717992595927
2022-04-08,0.9142104083103254
2022-04-15,0.891511882088154
2022-04-22,0.8618890469371683
2022-04-29,0.8638317346917487
2022-05-11,0.914688189507006
2022-05-18,0.936558253688726
2022-05-25,0.9336646204247327
2022-06-01,0.9590875032808777
2022-06-09,0.955866504068107
2022-06-16,0.9668710223734548
2022-06-23,0.9775619307062677
2022-06-30,0.9959298612609677
2022-07-07,0.9862860007808457
2022-07-14,0.9851886255531174
2022-07-21,0.9963990531463034
2022-07-28,1.0027563085498914
2022-08-04,0.9748345098942175
2022-08-11,1.0082871911378748
2022-08-18,1.0112437283181828
2022-08-25,1.0083659130944007
2022-09-01,1.004272875401261
2022-09-08,1.0107610275467833
2022-09-16,0.9763287125117192
2022-09-23,0.9485542725526427
2022-09-30,0.9158315047772901
2022-10-14,0.9477117226844916
2022-10-21,0.9566186422634131
2022-10-28,0.9284270186560464
2022-11-04,0.9719203975025117
2022-11-11,0.9845626227327032
2022-11-18,0.9956111126147031
2022-11-25,0.9927805270756344
2022-12-02,1.0102675160757235
2022-12-09,1.0087761585365522
2022-12-16,0.9907778827845793
2022-12-23,0.9485651970519764
2022-12-30,0.9410038437093166
2023-01-09,0.9676682659824836
2023-01-16,0.9738243817718462
2023-01-30,1.0046598209722548
2023-02-06,1.0165363186845626
2023-02-13,1.0359355245672501
2023-02-20,1.0268393243906382
2023-02-27,1.02174136461783
2023-03-06,1.0365426426931301
2023-03-13,1.0152364604564654
2023-03-20,1.0048560620585034
2023-03-27,1.0142650327543479
2023-04-03,1.0102360638704553
2023-04-11,0.9963534289204754
2023-04-18,1.0000427967271888
2023-04-25,0.9603593284136894
2023-05-05,0.9833981457244412
2023-05-12,0.9818728497531367
2023-05-19,0.9973038739429907
2023-05-26,0.9986159905796491
2023-06-02,0.9973076377093922
2023-06-09,0.9821161734074253
2023-06-16,0.9924722730369604
2023-06-27,0.9767550423058188
2023-07-04,0.9998155010518267
2023-07-11,1.0017491990083098
2023-07-18,1.0032261840664163
2023-07-25,1.0168187883841553
2023-08-01,1.0306703886079167
2023-08-08,1.0185678886867549
2023-08-15,0.9985076425964238
2023-08-22,0.973950911279853
2023-08-29,0.9731376615316879
2023-09-05,0.9802923958411179
2023-09-12,0.9799581829004635
2023-09-19,0.9632634409582214
2023-09-26,0.9514966970438499
2023-10-11,0.9475546000525886
2023-10-18,0.9253665880550437
2023-10-25,0.9076724288975071
2023-11-01,0.9336047544658816
2023-11-08,0.9456766898117566
2023-11-15,0.9564216099351404
2023-11-22,0.9544227762042996
2023-11-29,0.9541924304795438
2023-12-06,0.9445734576364471
2023-12-13,0.9349930502281047
2023-12-20,0.9152218502734093
2023-12-27,0.8937406177178178
2024-01-04,0.9156336773544568
2024-01-11,0.9003936735527533
2024-01-18,0.8709003414232138
2024-01-25,0.8780083821826392
2024-02-01,0.821911377488518
2024-02-08,0.9002435768009266
2024-02-23,0.978743153201355
2024-03-01,0.9548491949887155
2024-03-08,0.9410066473710306
2024-03-15,0.9699312823982261
2024-03-22,0.9746735582941541
2024-03-29,0.9671816983341761
2024-04-09,0.9655921307691866
2024-04-16,0.9376578980970004
2024-04-23,0.9457391122700403
2024-04-30,0.9935656357321052
2024-05-10,1.0022557454841305
2024-05-17,1.0048372071084413
2024-05-24,0.9798375136439651
2024-05-31,0.9767490805014213
2024-06-07,0.9404115254622467
2024-06-17,0.9291835486599129
2024-06-24,0.898141091052831
2024-07-01,0.9053998269161513
2024-07-08,0.8719585603276726
2024-07-15,0.868724614750013
2024-07-22,0.8597085928406077
2024-07-29,0.8477306660816772
2024-08-05,0.8541325421319873
2024-08-12,0.8629357901606557
2024-08-19,0.8648965635227682
2024-08-26,0.8440760515948552
2024-09-02,0.8410918998332984
2024-09-09,0.8315611912690003
2024-09-18,0.8132074801423078
2024-09-25,0.8629953969076463
2024-10-09,0.9702242386609072
2024-10-16,0.9629800579664388
2024-10-23,0.9760842558445588
2024-10-30,0.990930300641154
2024-11-06,1.0175023769002982
2024-11-13,1.0412048777966707
2024-11-20,1.0312038008908377
2024-11-27,1.0082130291695246
2024-12-04,1.0240695981053112
2024-12-11,1.0482578233438966
